chrom	start	end	boundary_span	jaspar_score	strand	FDR	DETECTION_SCALE	seq_id	background_index	exp_id	orientation	flank_bp	spacer_bp
chr11	3536359	3536378	3530000-3540000	827.0	+	0.0492386834154921	2.111212657236631	249	0	249	<>	30	60
chr11	8642218	8642237	8640000-8650000	805.0	-	0.0492386834154921	2.111212657236631	250	0	250	<>	30	60
chr11	5179765	5179784	5170000-5180000	848.0	-	0.0492386834154921	2.111212657236631	251	0	251	<>	30	60
chr11	3536218	3536237	3530000-3540000	802.0	-	0.0492386834154921	2.111212657236631	252	0	252	<>	30	60
chr11	3535666	3535685	3530000-3540000	816.0	+	0.0492386834154921	2.111212657236631	253	0	253	<>	30	60
chr11	8856995	8857014	8850000-8860000	836.0	-	0.0492386834154921	2.111212657236631	254	0	254	<>	30	60
chr11	3795687	3795706	3790000-3800000	815.0	+	0.0492386834154921	2.111212657236631	255	0	255	<>	30	60
chr11	18000523	18000542	18000000-18010000	870.0	+	0.0492386834154921	2.599207668339954	256	0	256	<>	30	60
chr11	3531830	3531849	3530000-3540000	873.0	-	0.0492386834154921	2.111212657236631	257	0	257	<>	30	60
chr11	3535471	3535490	3530000-3540000	831.0	+	0.0492386834154921	2.111212657236631	258	0	258	<>	30	60
chr11	8641513	8641532	8640000-8650000	836.0	-	0.0492386834154921	2.111212657236631	259	0	259	<>	30	60
chr11	5452159	5452178	5450000-5460000	870.0	-	0.0492386834154921	2.111212657236631	260	0	260	<>	30	60
chr11	19018667	19018686	19010000-19020000	843.0	-	0.0492386834154921	2.599207668339954	261	0	261	<>	30	60
chr9	66818046	66818065	66810000-66820000	837.0	-	0.0492250706372596	4.222425314473262	262	0	262	<>	30	60
chr9	66506112	66506131	66500000-66510000	822.0	+	0.0492250706372596	4.222425314473262	263	0	263	<>	30	60
chr9	66504204	66504223	66500000-66510000	849.0	-	0.0492250706372596	4.222425314473262	264	0	264	<>	30	60
chr9	66506656	66506675	66500000-66510000	804.0	+	0.0492250706372596	4.222425314473262	265	0	265	<>	30	60
chr9	66504700	66504719	66500000-66510000	819.0	+	0.0492250706372596	4.222425314473262	266	0	266	<>	30	60
chr9	66509565	66509584	66500000-66510000	804.0	+	0.0492250706372596	4.222425314473262	267	0	267	<>	30	60
chr8	74683508	74683527	74680000-74690000	824.0	+	0.0491982340063313	2.599207668339954	268	0	268	<>	30	60
chr8	72920108	72920127	72920000-72930000	826.0	-	0.0491982340063313	2.599207668339954	269	0	269	<>	30	60
chr2	72220240	72220259	72220000-72230000	804.0	-	0.0491866751812827	3.6758347359905126	270	0	270	<>	30	60
chr2	73285834	73285853	73280000-73290000	886.0	-	0.0491866751812827	3.6758347359905126	271	0	271	<>	30	60
chr2	73281940	73281959	73280000-73290000	847.0	-	0.0491866751812827	3.6758347359905126	272	0	272	<>	30	60
chr2	72229577	72229596	72220000-72230000	849.0	+	0.0491866751812827	3.6758347359905126	273	0	273	<>	30	60
chr2	72222670	72222689	72220000-72230000	845.0	+	0.0491866751812827	3.6758347359905126	274	0	274	<>	30	60
chr2	72223097	72223116	72220000-72230000	827.0	+	0.0491866751812827	3.6758347359905126	275	0	275	<>	30	60
chr3	122499180	122499199	122490000-122500000	837.0	-	0.0491714356333981	2.111212657236631	276	0	276	<>	30	60
chr3	122904269	122904288	122900000-122910000	941.0	-	0.0491714356333981	2.111212657236631	277	0	277	<>	30	60
chr3	122498009	122498028	122490000-122500000	804.0	-	0.0491714356333981	2.111212657236631	278	0	278	<>	30	60
chr3	122490348	122490367	122490000-122500000	809.0	+	0.0491714356333981	2.111212657236631	279	0	279	<>	30	60
chr3	70874276	70874295	70870000-70880000	815.0	+	0.0491493454998175	2.111212657236631	280	0	280	<>	30	60
chr3	61366084	61366103	61360000-61370000	817.0	+	0.0491493454998175	2.111212657236631	281	0	281	<>	30	60
chr3	70104088	70104107	70100000-70110000	839.0	+	0.0491493454998175	2.111212657236631	282	0	282	<>	30	60
chr3	70104711	70104730	70100000-70110000	831.0	+	0.0491493454998175	2.111212657236631	283	0	283	<>	30	60
chr3	61830924	61830943	61830000-61840000	819.0	-	0.0491493454998175	2.111212657236631	284	0	284	<>	30	60
chr3	70108536	70108555	70100000-70110000	811.0	+	0.0491493454998175	2.111212657236631	285	0	285	<>	30	60
chr3	70109210	70109229	70100000-70110000	816.0	-	0.0491493454998175	2.111212657236631	286	0	286	<>	30	60
chr3	70104897	70104916	70100000-70110000	894.0	+	0.0491493454998175	2.111212657236631	287	0	287	<>	30	60
chr18	38856053	38856072	38850000-38860000	801.0	+	0.0491410425167857	2.111212657236631	288	0	288	<>	30	60
chr18	38855739	38855758	38850000-38860000	858.0	+	0.0491410425167857	2.111212657236631	289	0	289	<>	30	60
chr18	38921999	38922018	38920000-38930000	829.0	+	0.0491410425167857	2.111212657236631	290	0	290	<>	30	60
chr18	38929297	38929316	38920000-38930000	814.0	-	0.0491410425167857	2.111212657236631	291	0	291	<>	30	60
chr3	27973186	27973205	27970000-27980000	915.0	+	0.0490975627247878	2.599207668339954	292	0	292	<>	30	60
chr3	28746324	28746343	28740000-28750000	906.0	-	0.0490975627247878	2.599207668339954	293	0	293	<>	30	60
chr14	12155764	12155783	12150000-12160000	801.0	+	0.0490547553670475	2.111212657236631	294	0	294	<>	30	60
chr14	12326094	12326113	12320000-12330000	861.0	+	0.0490547553670475	2.111212657236631	295	0	295	<>	30	60
chr14	12152124	12152143	12150000-12160000	908.0	+	0.0490547553670475	2.111212657236631	296	0	296	<>	30	60
chr14	12154266	12154285	12150000-12160000	803.0	-	0.0490547553670475	2.111212657236631	297	0	297	<>	30	60
chr16	77532570	77532589	77530000-77540000	821.0	-	0.0490395275591491	3.2	298	0	298	<>	30	60
chr16	77533866	77533885	77530000-77540000	849.0	-	0.0490395275591491	3.2	299	0	299	<>	30	60
chr16	90925290	90925309	90920000-90930000	806.0	-	0.0490395275591491	2.111212657236631	300	0	300	<>	30	60
chr16	90925659	90925678	90920000-90930000	914.0	-	0.0490395275591491	2.111212657236631	301	0	301	<>	30	60
chr16	90927771	90927790	90920000-90930000	822.0	+	0.0490395275591491	2.111212657236631	302	0	302	<>	30	60
chr16	77535216	77535235	77530000-77540000	878.0	+	0.0490395275591491	3.2	303	0	303	<>	30	60
chr16	90928283	90928302	90920000-90930000	805.0	-	0.0490395275591491	2.111212657236631	304	0	304	<>	30	60
chr16	77536919	77536938	77530000-77540000	841.0	-	0.0490395275591491	3.2	305	0	305	<>	30	60
chr16	77531769	77531788	77530000-77540000	848.0	+	0.0490395275591491	3.2	306	0	306	<>	30	60
chr16	77450129	77450148	77450000-77460000	815.0	+	0.0490395275591491	2.111212657236631	307	0	307	<>	30	60
chr16	90926180	90926199	90920000-90930000	806.0	+	0.0490395275591491	2.111212657236631	308	0	308	<>	30	60
chr16	90926324	90926343	90920000-90930000	819.0	-	0.0490395275591491	2.111212657236631	309	0	309	<>	30	60
chr16	76772369	76772388	76770000-76780000	821.0	+	0.0490395275591491	3.2	310	0	310	<>	30	60
chr16	90925052	90925071	90920000-90930000	808.0	+	0.0490395275591491	2.111212657236631	311	0	311	<>	30	60
chr16	76195914	76195933	76190000-76200000	804.0	+	0.0490395275591491	3.2	312	0	312	<>	30	60
chr16	90829946	90829965	90820000-90830000	809.0	+	0.0490395275591491	2.111212657236631	313	0	313	<>	30	60
chr9	108740238	108740257	108740000-108750000	869.0	+	0.0490247365744646	2.111212657236631	314	0	314	<>	30	60
chr9	108747544	108747563	108740000-108750000	815.0	-	0.0490247365744646	2.111212657236631	315	0	315	<>	30	60
chr9	108747944	108747963	108740000-108750000	850.0	+	0.0490247365744646	2.111212657236631	316	0	316	<>	30	60
chr9	108936612	108936631	108930000-108940000	862.0	+	0.0490247365744646	2.111212657236631	317	0	317	<>	30	60
chr1	118343539	118343558	118340000-118350000	802.0	+	0.04901296722094	2.599207668339954	318	0	318	<>	30	60
chr1	118341286	118341305	118340000-118350000	800.0	+	0.04901296722094	2.599207668339954	319	0	319	<>	30	60
chr1	118472531	118472550	118470000-118480000	825.0	-	0.04901296722094	2.599207668339954	320	0	320	<>	30	60
chr16	89502868	89502887	89500000-89510000	820.0	+	0.0489862976523516	2.111212657236631	321	0	321	<>	30	60
chr16	89211457	89211476	89210000-89220000	823.0	+	0.0489862976523516	2.111212657236631	322	0	322	<>	30	60
chr16	89508037	89508056	89500000-89510000	834.0	+	0.0489862976523516	2.111212657236631	323	0	323	<>	30	60
chr16	89507901	89507920	89500000-89510000	819.0	+	0.0489862976523516	2.111212657236631	324	0	324	<>	30	60
chr1	23804138	23804157	23800000-23810000	813.0	-	0.0489714343764867	2.111212657236631	325	0	325	<>	30	60
chr1	23808050	23808069	23800000-23810000	818.0	-	0.0489714343764867	2.111212657236631	326	0	326	<>	30	60
chr1	23821473	23821492	23820000-23830000	800.0	-	0.0489714343764867	2.111212657236631	327	0	327	<>	30	60
chr6	127891416	127891435	127890000-127900000	810.0	-	0.0489488344489791	4.222425314473262	328	0	328	<>	30	60
chr6	127645310	127645329	127640000-127650000	820.0	-	0.0489488344489791	4.222425314473262	329	0	329	<>	30	60
chr6	127644476	127644495	127640000-127650000	864.0	-	0.0489488344489791	4.222425314473262	330	0	330	<>	30	60
chr6	127644357	127644376	127640000-127650000	815.0	-	0.0489488344489791	4.222425314473262	331	0	331	<>	30	60
chr6	127645801	127645820	127640000-127650000	802.0	+	0.0489488344489791	4.222425314473262	332	0	332	<>	30	60
chr6	127894996	127895015	127890000-127900000	824.0	-	0.0489488344489791	4.222425314473262	333	0	333	<>	30	60
chr6	127649789	127649808	127640000-127650000	812.0	-	0.0489488344489791	4.222425314473262	334	0	334	<>	30	60
chr6	127648563	127648582	127640000-127650000	842.0	-	0.0489488344489791	4.222425314473262	335	0	335	<>	30	60
chr18	45641325	45641344	45640000-45650000	813.0	+	0.0489455869208093	2.111212657236631	336	0	336	<>	30	60
chr18	46130391	46130410	46130000-46140000	813.0	-	0.0489455869208093	2.111212657236631	337	0	337	<>	30	60
chr18	46135068	46135087	46130000-46140000	802.0	-	0.0489455869208093	2.111212657236631	338	0	338	<>	30	60
chr18	46139226	46139245	46130000-46140000	907.0	-	0.0489455869208093	2.111212657236631	339	0	339	<>	30	60
chr18	45644418	45644437	45640000-45650000	903.0	-	0.0489455869208093	2.111212657236631	340	0	340	<>	30	60
chr18	45648544	45648563	45640000-45650000	802.0	+	0.0489455869208093	2.111212657236631	341	0	341	<>	30	60
chr14	25849726	25849745	25840000-25850000	841.0	+	0.0489179887654035	2.111212657236631	342	0	342	<>	30	60
chr14	27432642	27432661	27430000-27440000	823.0	+	0.0489179887654035	2.111212657236631	343	0	343	<>	30	60
chr14	32192620	32192639	32190000-32200000	927.0	-	0.0489179887654035	2.111212657236631	344	0	344	<>	30	60
chr14	93886472	93886491	93880000-93890000	841.0	+	0.0488902536990313	2.111212657236631	345	0	345	<>	30	60
chr14	93097632	93097651	93090000-93100000	819.0	-	0.0488902536990313	2.111212657236631	346	0	346	<>	30	60
chr14	93884695	93884714	93880000-93890000	918.0	-	0.0488902536990313	2.111212657236631	347	0	347	<>	30	60
chr16	48431775	48431794	48430000-48440000	853.0	+	0.0488792629322855	2.599207668339954	348	0	348	<>	30	60
chr16	48434376	48434395	48430000-48440000	801.0	-	0.0488792629322855	2.599207668339954	349	0	349	<>	30	60
chr16	48431195	48431214	48430000-48440000	868.0	+	0.0488792629322855	2.599207668339954	350	0	350	<>	30	60
chr16	48570561	48570580	48570000-48580000	928.0	-	0.0488792629322855	2.599207668339954	351	0	351	<>	30	60
chr16	39317355	39317374	39310000-39320000	868.0	+	0.0488792629322855	2.111212657236631	352	0	352	<>	30	60
chr2	91276272	91276291	91270000-91280000	807.0	-	0.0488778681491257	2.111212657236631	353	0	353	<>	30	60
chr2	91276699	91276718	91270000-91280000	844.0	-	0.0488778681491257	2.111212657236631	354	0	354	<>	30	60
chr2	91279150	91279169	91270000-91280000	873.0	+	0.0488778681491257	2.111212657236631	355	0	355	<>	30	60
chr2	91278682	91278701	91270000-91280000	849.0	+	0.0488778681491257	2.111212657236631	356	0	356	<>	30	60
chr2	91278340	91278359	91270000-91280000	803.0	-	0.0488778681491257	2.111212657236631	357	0	357	<>	30	60
chr2	91276178	91276197	91270000-91280000	812.0	-	0.0488778681491257	2.111212657236631	358	0	358	<>	30	60
chr12	10596390	10596409	10590000-10600000	862.0	-	0.0488766901523594	2.111212657236631	359	0	359	<>	30	60
chr12	10598548	10598567	10590000-10600000	898.0	+	0.0488766901523594	2.111212657236631	360	0	360	<>	30	60
chr11	40877698	40877717	40870000-40880000	806.0	-	0.0488640277022921	1.8379173679952563	361	0	361	<>	30	60
chr11	42068206	42068225	42060000-42070000	846.0	-	0.0488640277022921	1.8379173679952563	362	0	362	<>	30	60
chr11	42068014	42068033	42060000-42070000	855.0	-	0.0488640277022921	1.8379173679952563	363	0	363	<>	30	60
chr9	86449869	86449888	86440000-86450000	822.0	+	0.0488604978628165	2.111212657236631	364	0	364	<>	30	60
chr9	86449786	86449805	86440000-86450000	964.0	-	0.0488604978628165	2.111212657236631	365	0	365	<>	30	60
chr13	83655067	83655086	83650000-83660000	985.0	-	0.0488548553271203	2.599207668339954	366	0	366	<>	30	60
chr13	83656599	83656618	83650000-83660000	812.0	-	0.0488548553271203	2.599207668339954	367	0	367	<>	30	60
chr13	83656968	83656987	83650000-83660000	915.0	-	0.0488548553271203	2.599207668339954	368	0	368	<>	30	60
chr13	83659879	83659898	83650000-83660000	856.0	-	0.0488548553271203	2.599207668339954	369	0	369	<>	30	60
chr16	13628542	13628561	13620000-13630000	870.0	-	0.0488496639251638	2.111212657236631	370	0	370	<>	30	60
chr16	13625872	13625891	13620000-13630000	802.0	-	0.0488496639251638	2.111212657236631	371	0	371	<>	30	60
chr16	13531488	13531507	13530000-13540000	858.0	-	0.0488496639251638	2.111212657236631	372	0	372	<>	30	60
chr16	13624408	13624427	13620000-13630000	828.0	-	0.0488496639251638	2.111212657236631	373	0	373	<>	30	60
chr3	30018257	30018276	30010000-30020000	802.0	+	0.0488493077059113	2.111212657236631	374	0	374	<>	30	60
chr3	30015428	30015447	30010000-30020000	831.0	+	0.0488493077059113	2.111212657236631	375	0	375	<>	30	60
chr3	30013078	30013097	30010000-30020000	803.0	-	0.0488493077059113	2.111212657236631	376	0	376	<>	30	60
chr10	22007959	22007978	22000000-22010000	889.0	-	0.0488442061753279	2.599207668339954	377	0	377	<>	30	60
chr10	20988811	20988830	20980000-20990000	847.0	+	0.0488442061753279	2.599207668339954	378	0	378	<>	30	60
chr10	20988099	20988118	20980000-20990000	801.0	-	0.0488442061753279	2.599207668339954	379	0	379	<>	30	60
chr10	20988602	20988621	20980000-20990000	837.0	-	0.0488442061753279	2.599207668339954	380	0	380	<>	30	60
chr10	22005009	22005028	22000000-22010000	810.0	+	0.0488442061753279	2.599207668339954	381	0	381	<>	30	60
chr10	22000165	22000184	22000000-22010000	802.0	-	0.0488442061753279	2.599207668339954	382	0	382	<>	30	60
chr10	22004131	22004150	22000000-22010000	817.0	+	0.0488442061753279	2.599207668339954	383	0	383	<>	30	60
chr3	62177373	62177392	62170000-62180000	809.0	-	0.0488375294572286	3.2	384	0	384	<>	30	60
chr3	60696209	60696228	60690000-60700000	823.0	+	0.0488375294572286	3.2	385	0	385	<>	30	60
chr11	62756910	62756929	62750000-62760000	899.0	+	0.0488126646777841	3.2	386	0	386	<>	30	60
chr11	62756517	62756536	62750000-62760000	833.0	-	0.0488126646777841	3.2	387	0	387	<>	30	60
chr11	62751939	62751958	62750000-62760000	806.0	-	0.0488126646777841	3.2	388	0	388	<>	30	60
chr11	62757085	62757104	62750000-62760000	896.0	+	0.0488126646777841	3.2	389	0	389	<>	30	60
chr11	62880641	62880660	62880000-62890000	846.0	-	0.0488126646777841	3.2	390	0	390	<>	30	60
chr5	35343336	35343355	35340000-35350000	910.0	+	0.0488092502751872	2.111212657236631	391	0	391	<>	30	60
chr5	35340033	35340052	35340000-35350000	816.0	+	0.0488092502751872	2.111212657236631	392	0	392	<>	30	60
chr5	35059346	35059365	35050000-35060000	814.0	-	0.0488092502751872	2.111212657236631	393	0	393	<>	30	60
chr5	35054814	35054833	35050000-35060000	806.0	-	0.0488092502751872	2.111212657236631	394	0	394	<>	30	60
chr5	35348994	35349013	35340000-35350000	913.0	-	0.0488092502751872	2.111212657236631	395	0	395	<>	30	60
chr5	35340841	35340860	35340000-35350000	834.0	+	0.0488092502751872	2.111212657236631	396	0	396	<>	30	60
chr5	3818237	3818256	3810000-3820000	826.0	-	0.0488017854244266	2.111212657236631	397	0	397	<>	30	60
chr5	4091532	4091551	4090000-4100000	826.0	+	0.0488017854244266	2.111212657236631	398	0	398	<>	30	60
chr5	4099495	4099514	4090000-4100000	813.0	+	0.0488017854244266	2.111212657236631	399	0	399	<>	30	60
chr5	5766078	5766097	5760000-5770000	800.0	+	0.0488017854244266	2.111212657236631	400	0	400	<>	30	60
chr5	3813433	3813452	3810000-3820000	813.0	+	0.0488017854244266	2.111212657236631	401	0	401	<>	30	60
chr6	100866353	100866372	100860000-100870000	800.0	+	0.0487669944165143	2.111212657236631	402	0	402	<>	30	60
chr6	99782170	99782189	99780000-99790000	800.0	-	0.0487669944165143	2.111212657236631	403	0	403	<>	30	60
chr6	100865984	100866003	100860000-100870000	857.0	-	0.0487669944165143	2.111212657236631	404	0	404	<>	30	60
chr14	118461904	118461923	118460000-118470000	803.0	-	0.0487649689851254	2.599207668339954	405	0	405	<>	30	60
chr14	120386133	120386152	120380000-120390000	805.0	-	0.0487649689851254	2.599207668339954	406	0	406	<>	30	60
chr14	121770551	121770570	121770000-121780000	808.0	+	0.0487649689851254	3.2	407	0	407	<>	30	60
chr14	120381776	120381795	120380000-120390000	811.0	-	0.0487649689851254	2.599207668339954	408	0	408	<>	30	60
chr14	121770251	121770270	121770000-121780000	817.0	-	0.0487649689851254	3.2	409	0	409	<>	30	60
chr14	118464127	118464146	118460000-118470000	813.0	-	0.0487649689851254	2.599207668339954	410	0	410	<>	30	60
chr14	118466622	118466641	118460000-118470000	813.0	+	0.0487649689851254	2.599207668339954	411	0	411	<>	30	60
chr14	118465316	118465335	118460000-118470000	801.0	-	0.0487649689851254	2.599207668339954	412	0	412	<>	30	60
chr4	90325924	90325943	90320000-90330000	800.0	-	0.0487515597029205	2.599207668339954	413	0	413	<>	30	60
chr4	84545770	84545789	84540000-84550000	807.0	+	0.0487515597029205	2.599207668339954	414	0	414	<>	30	60
chr4	84544457	84544476	84540000-84550000	820.0	+	0.0487515597029205	2.599207668339954	415	0	415	<>	30	60
chr5	88928704	88928723	88920000-88930000	889.0	+	0.0487308024215675	2.599207668339954	416	0	416	<>	30	60
chr5	89680328	89680347	89680000-89690000	936.0	-	0.0487308024215675	2.599207668339954	417	0	417	<>	30	60
chr5	88929424	88929443	88920000-88930000	806.0	-	0.0487308024215675	2.599207668339954	418	0	418	<>	30	60
chr5	89686656	89686675	89680000-89690000	849.0	-	0.0487308024215675	2.599207668339954	419	0	419	<>	30	60
chr6	79602745	79602764	79600000-79610000	823.0	-	0.0487306091310154	2.599207668339954	420	0	420	<>	30	60
chr17	52569767	52569786	52560000-52570000	823.0	+	0.0487187084756593	2.111212657236631	421	0	421	<>	30	60
chr17	52860318	52860337	52860000-52870000	819.0	-	0.0487187084756593	2.111212657236631	422	0	422	<>	30	60
chr17	52560122	52560141	52560000-52570000	939.0	+	0.0487187084756593	2.111212657236631	423	0	423	<>	30	60
chr17	52880464	52880483	52880000-52890000	830.0	-	0.0487187084756593	3.2	424	0	424	<>	30	60
chr17	50284250	50284269	50280000-50290000	806.0	+	0.0487187084756593	2.111212657236631	425	0	425	<>	30	60
chr17	50974252	50974271	50970000-50980000	822.0	+	0.0487187084756593	2.111212657236631	426	0	426	<>	30	60
chr19	23524221	23524240	23520000-23530000	812.0	-	0.0487178619838006	2.111212657236631	427	0	427	<>	30	60
chr19	22300465	22300484	22300000-22310000	807.0	-	0.0487178619838006	2.111212657236631	428	0	428	<>	30	60
chr19	22301085	22301104	22300000-22310000	857.0	-	0.0487178619838006	2.111212657236631	429	0	429	<>	30	60
chr19	22303288	22303307	22300000-22310000	859.0	+	0.0487178619838006	2.111212657236631	430	0	430	<>	30	60
chr19	22304486	22304505	22300000-22310000	941.0	-	0.0487178619838006	2.111212657236631	431	0	431	<>	30	60
