Unnamed: 0	chrom	end	start	strand	disruption_SCD	insertion_SCD	background_index	exp_id	orientation	flank_bp	spacer_bp
396	chr15	25428758	25428739	+	24.31	24.08	0	396	><	30	199970
397	chr3	135206860	135206841	-	24.3	9.21	0	397	><	30	199970
398	chr8	65139261	65139242	+	24.3	33.56	0	398	><	30	199970
399	chr9	29650850	29650831	-	24.23	35.72	0	399	><	30	199970
400	chr3	127971093	127971074	+	24.2	46.1	0	400	><	30	199970
401	chr2	104035038	104035019	+	24.16	33.7	0	401	><	30	199970
402	chr9	81635302	81635283	+	24.11	12.08	0	402	><	30	199970
403	chr6	95484597	95484578	+	24.03	13.41	0	403	><	30	199970
404	chr14	72293991	72293972	-	23.83	34.2	0	404	><	30	199970
405	chr18	65490035	65490016	-	23.72	29.94	0	405	><	30	199970
406	chr12	38123788	38123769	-	23.66	16.0	0	406	><	30	199970
407	chr18	70184838	70184819	-	23.66	11.39	0	407	><	30	199970
408	chr3	152095252	152095233	-	23.53	23.67	0	408	><	30	199970
409	chr8	32002994	32002975	-	23.5	23.94	0	409	><	30	199970
410	chr11	22206830	22206811	-	23.48	11.1	0	410	><	30	199970
411	chr5	76541051	76541032	-	23.44	19.22	0	411	><	30	199970
412	chr10	52106337	52106318	+	23.38	22.61	0	412	><	30	199970
413	chr1	84697462	84697443	-	23.38	25.22	0	413	><	30	199970
414	chr1	67181385	67181366	+	23.34	35.0	0	414	><	30	199970
415	chr6	101267027	101267008	+	23.31	12.77	0	415	><	30	199970
416	chr6	129255175	129255156	-	23.25	41.8	0	416	><	30	199970
417	chr4	115710017	115709998	-	23.19	25.83	0	417	><	30	199970
418	chr2	118241614	118241595	-	23.19	37.16	0	418	><	30	199970
419	chr8	71371784	71371765	+	23.11	28.11	0	419	><	30	199970
420	chr7	73422670	73422651	-	23.11	37.7	0	420	><	30	199970
421	chr5	33039602	33039583	+	23.05	27.48	0	421	><	30	199970
422	chr2	153143004	153142985	-	23.02	20.31	0	422	><	30	199970
423	chr14	98181824	98181805	-	23.0	7.93	0	423	><	30	199970
424	chr2	136887058	136887039	-	22.97	12.49	0	424	><	30	199970
425	chr1	135136701	135136682	-	22.88	42.44	0	425	><	30	199970
426	chr5	4948481	4948462	-	22.86	27.0	0	426	><	30	199970
427	chr10	71422814	71422795	+	22.81	51.25	0	427	><	30	199970
428	chr8	64597251	64597232	-	22.66	30.06	0	428	><	30	199970
429	chr1	162336834	162336815	-	22.45	14.914	0	429	><	30	199970
430	chr9	94738996	94738977	+	22.42	42.94	0	430	><	30	199970
431	chr17	53403136	53403117	+	22.4	18.28	0	431	><	30	199970
432	chr2	155811920	155811901	-	22.36	51.28	0	432	><	30	199970
433	chr12	52010769	52010750	+	22.33	16.6	0	433	><	30	199970
434	chr3	44912870	44912851	-	22.31	11.58	0	434	><	30	199970
435	chr5	98348848	98348829	+	22.25	34.97	0	435	><	30	199970
436	chr15	80706301	80706282	+	22.25	25.52	0	436	><	30	199970
437	chr1	167932285	167932266	-	22.22	36.66	0	437	><	30	199970
438	chr14	121455709	121455690	-	22.2	25.7	0	438	><	30	199970
439	chr4	98243714	98243695	-	22.16	26.34	0	439	><	30	199970
440	chr4	143027468	143027449	+	22.14	29.11	0	440	><	30	199970
441	chr2	153668926	153668907	+	22.14	25.36	0	441	><	30	199970
442	chr9	41461929	41461910	-	22.14	12.42	0	442	><	30	199970
443	chr4	109431143	109431124	-	22.1	22.34	0	443	><	30	199970
444	chr5	44831505	44831486	-	22.08	22.05	0	444	><	30	199970
445	chr8	119676601	119676582	-	22.03	33.06	0	445	><	30	199970
446	chr17	40824060	40824041	-	22.02	34.28	0	446	><	30	199970
447	chr15	37102366	37102347	-	22.0	13.84	0	447	><	30	199970
448	chr1	119083862	119083843	-	21.92	45.47	0	448	><	30	199970
449	chr5	41044703	41044684	-	21.78	28.61	0	449	><	30	199970
450	chr19	24622032	24622013	+	21.77	22.19	0	450	><	30	199970
451	chr3	58159626	58159607	-	21.75	32.1	0	451	><	30	199970
452	chr1	38130140	38130121	-	21.75	23.66	0	452	><	30	199970
453	chr2	129472129	129472110	-	21.73	30.17	0	453	><	30	199970
454	chr9	15682043	15682024	-	21.73	11.22	0	454	><	30	199970
455	chr9	69502720	69502701	-	21.7	34.7	0	455	><	30	199970
456	chr14	21120676	21120657	+	21.69	43.16	0	456	><	30	199970
457	chr7	110645588	110645569	-	21.69	43.56	0	457	><	30	199970
458	chr16	78950579	78950560	-	21.64	3.295	0	458	><	30	199970
459	chr7	131899517	131899498	+	21.56	16.44	0	459	><	30	199970
460	chr8	106403484	106403465	-	21.53	20.23	0	460	><	30	199970
461	chr17	73303429	73303410	+	21.48	50.6	0	461	><	30	199970
462	chr1	83727325	83727306	+	21.48	26.81	0	462	><	30	199970
463	chr13	29857603	29857584	+	21.42	9.836	0	463	><	30	199970
464	chr14	104033786	104033767	+	21.34	21.16	0	464	><	30	199970
465	chr7	119011391	119011372	+	21.31	35.56	0	465	><	30	199970
466	chr1	69165377	69165358	+	21.31	25.0	0	466	><	30	199970
467	chr1	192727176	192727157	+	21.28	21.9	0	467	><	30	199970
468	chr9	50438293	50438274	-	21.2	27.17	0	468	><	30	199970
469	chr15	46990407	46990388	-	21.14	10.516	0	469	><	30	199970
470	chr13	73646874	73646855	+	21.14	37.5	0	470	><	30	199970
471	chr16	67089956	67089937	+	21.12	15.94	0	471	><	30	199970
472	chr2	83332995	83332976	-	21.02	18.14	0	472	><	30	199970
473	chr8	10415030	10415011	+	21.0	37.3	0	473	><	30	199970
474	chr1	35716149	35716130	-	20.89	18.69	0	474	><	30	199970
475	chr7	43920039	43920020	-	20.83	34.3	0	475	><	30	199970
476	chr8	15138726	15138707	+	20.81	41.03	0	476	><	30	199970
477	chr13	6515705	6515686	+	20.8	28.08	0	477	><	30	199970
478	chr2	64948996	64948977	-	20.72	23.2	0	478	><	30	199970
479	chr19	20345737	20345718	+	20.7	55.44	0	479	><	30	199970
480	chr5	33994851	33994832	+	20.64	14.97	0	480	><	30	199970
481	chr14	76479953	76479934	+	20.62	37.16	0	481	><	30	199970
482	chr3	144737048	144737029	+	20.58	28.33	0	482	><	30	199970
483	chr2	13597223	13597204	-	20.5	12.72	0	483	><	30	199970
484	chr9	118908437	118908418	-	20.5	27.45	0	484	><	30	199970
485	chr4	153484615	153484596	-	20.39	17.89	0	485	><	30	199970
486	chr19	12433211	12433192	+	20.36	28.34	0	486	><	30	199970
487	chr15	31611224	31611205	+	20.34	11.17	0	487	><	30	199970
488	chr3	107206198	107206179	+	20.34	39.22	0	488	><	30	199970
489	chr17	86909946	86909927	+	20.31	22.38	0	489	><	30	199970
490	chr7	89473669	89473650	-	20.22	24.19	0	490	><	30	199970
491	chr6	35252603	35252584	+	20.22	32.56	0	491	><	30	199970
492	chr6	126168001	126167982	-	20.17	8.76	0	492	><	30	199970
493	chr16	42169942	42169923	+	20.12	43.34	0	493	><	30	199970
494	chr6	90607354	90607335	+	20.11	24.86	0	494	><	30	199970
495	chr6	31664664	31664645	+	20.11	41.5	0	495	><	30	199970
496	chr13	100002039	100002020	+	20.02	21.73	0	496	><	30	199970
497	chr6	97523337	97523318	-	19.97	25.72	0	497	><	30	199970
498	chr4	123529452	123529433	-	19.95	17.69	0	498	><	30	199970
499	chr18	53744741	53744722	-	19.94	29.1	0	499	><	30	199970
500	chr9	13849232	13849213	+	19.9	15.484	0	500	><	30	199970
501	chr15	14052128	14052109	-	19.89	12.375	0	501	><	30	199970
502	chr3	68053761	68053742	-	19.88	27.33	0	502	><	30	199970
503	chr14	50799990	50799971	+	19.83	30.28	0	503	><	30	199970
504	chr8	50292348	50292329	+	19.83	31.36	0	504	><	30	199970
505	chr19	52993242	52993223	-	19.81	45.25	0	505	><	30	199970
506	chr8	24546435	24546416	-	19.8	56.1	0	506	><	30	199970
507	chr2	166085186	166085167	+	19.78	40.2	0	507	><	30	199970
508	chr15	80260893	80260874	-	19.75	33.7	0	508	><	30	199970
509	chr18	75606699	75606680	+	19.72	50.94	0	509	><	30	199970
510	chr2	135957961	135957942	-	19.69	27.1	0	510	><	30	199970
511	chr11	75179118	75179099	+	19.67	22.83	0	511	><	30	199970
512	chr6	77628987	77628968	+	19.66	40.56	0	512	><	30	199970
513	chr4	82614384	82614365	-	19.62	15.836	0	513	><	30	199970
514	chr17	27190013	27189994	+	19.5	26.89	0	514	><	30	199970
515	chr14	121451301	121451282	-	19.45	26.11	0	515	><	30	199970
516	chr9	69987821	69987802	-	19.44	12.234	0	516	><	30	199970
517	chr6	40479902	40479883	+	19.42	24.72	0	517	><	30	199970
518	chr4	82619779	82619760	-	19.42	11.22	0	518	><	30	199970
519	chr2	160593235	160593216	-	19.4	45.8	0	519	><	30	199970
520	chr4	48691990	48691971	+	19.4	34.88	0	520	><	30	199970
521	chr1	11140123	11140104	-	19.39	7.324	0	521	><	30	199970
522	chr6	67858160	67858141	+	19.36	18.55	0	522	><	30	199970
523	chr1	91914028	91914009	+	19.36	22.06	0	523	><	30	199970
524	chr15	76196896	76196877	+	19.33	35.8	0	524	><	30	199970
525	chr11	43767011	43766992	+	19.27	27.44	0	525	><	30	199970
526	chr17	8463677	8463658	+	19.23	31.38	0	526	><	30	199970
527	chr2	60442102	60442083	-	19.22	10.555	0	527	><	30	199970
528	chr10	8242562	8242543	+	19.2	18.4	0	528	><	30	199970
529	chr15	8382407	8382388	+	19.16	11.64	0	529	><	30	199970
530	chr19	11360302	11360283	+	19.14	15.06	0	530	><	30	199970
531	chr12	79305335	79305316	+	19.11	29.94	0	531	><	30	199970
532	chr13	38992697	38992678	+	19.03	12.445	0	532	><	30	199970
533	chr8	91147955	91147936	-	19.0	26.05	0	533	><	30	199970
534	chr13	64443476	64443457	+	19.0	35.6	0	534	><	30	199970
535	chr8	117898214	117898195	+	18.92	34.16	0	535	><	30	199970
536	chr11	42423473	42423454	-	18.77	18.48	0	536	><	30	199970
537	chr9	114957195	114957176	-	18.77	27.38	0	537	><	30	199970
538	chr5	149647926	149647907	+	18.72	23.06	0	538	><	30	199970
539	chr5	128440068	128440049	-	18.69	40.7	0	539	><	30	199970
540	chr6	90606762	90606743	-	18.67	32.6	0	540	><	30	199970
541	chr10	58560031	58560012	+	18.67	23.25	0	541	><	30	199970
542	chr18	25538443	25538424	+	18.66	23.94	0	542	><	30	199970
543	chr11	22987510	22987491	+	18.56	23.83	0	543	><	30	199970
544	chr13	57269837	57269818	-	18.55	36.6	0	544	><	30	199970
545	chr13	53096854	53096835	-	18.55	32.88	0	545	><	30	199970
546	chr7	124783020	124783001	-	18.55	23.44	0	546	><	30	199970
547	chr7	40687242	40687223	-	18.52	26.28	0	547	><	30	199970
548	chr4	109438113	109438094	+	18.45	31.61	0	548	><	30	199970
549	chr13	46663777	46663758	-	18.45	5.215	0	549	><	30	199970
550	chr2	21927862	21927843	-	18.45	17.72	0	550	><	30	199970
551	chr11	72564476	72564457	-	18.39	17.95	0	551	><	30	199970
552	chr14	57362951	57362932	-	18.3	10.125	0	552	><	30	199970
553	chr13	54063511	54063492	-	18.3	12.516	0	553	><	30	199970
554	chr8	127191530	127191511	+	18.27	39.03	0	554	><	30	199970
555	chr4	24249781	24249762	+	18.25	8.38	0	555	><	30	199970
556	chr1	175603551	175603532	-	18.2	12.0	0	556	><	30	199970
557	chr7	131897479	131897460	+	18.19	16.34	0	557	><	30	199970
558	chr2	125259455	125259436	-	18.17	32.72	0	558	><	30	199970
559	chr8	11943262	11943243	-	18.0	20.05	0	559	><	30	199970
560	chr13	74861814	74861795	+	17.98	11.664	0	560	><	30	199970
561	chr3	37302880	37302861	-	17.98	17.84	0	561	><	30	199970
562	chr2	165391753	165391734	+	17.95	20.97	0	562	><	30	199970
563	chr1	167669968	167669949	-	17.94	39.3	0	563	><	30	199970
564	chr14	24311319	24311300	+	17.89	24.48	0	564	><	30	199970
565	chr6	125622660	125622641	+	17.86	24.67	0	565	><	30	199970
566	chr16	91694897	91694878	+	17.83	21.03	0	566	><	30	199970
567	chr7	100886752	100886733	-	17.8	33.3	0	567	><	30	199970
568	chr2	165779092	165779073	+	17.7	43.9	0	568	><	30	199970
569	chr4	118988734	118988715	-	17.7	12.37	0	569	><	30	199970
570	chr9	111939788	111939769	+	17.64	16.92	0	570	><	30	199970
571	chr9	40806571	40806552	+	17.64	39.78	0	571	><	30	199970
572	chr19	21571392	21571373	+	17.64	11.9	0	572	><	30	199970
573	chr10	49785057	49785038	-	17.56	2.498	0	573	><	30	199970
574	chr3	84922220	84922201	+	17.47	28.94	0	574	><	30	199970
575	chr12	7991018	7990999	+	17.47	17.66	0	575	><	30	199970
576	chr8	106687694	106687675	+	17.45	42.0	0	576	><	30	199970
577	chr19	15998346	15998327	+	17.33	27.56	0	577	><	30	199970
578	chr10	30838389	30838370	+	17.3	7.543	0	578	><	30	199970
579	chr2	6469364	6469345	-	17.28	15.65	0	579	><	30	199970
580	chr9	59678540	59678521	-	17.28	29.06	0	580	><	30	199970
581	chr18	60143536	60143517	-	17.25	6.348	0	581	><	30	199970
582	chr2	76114972	76114953	-	17.25	26.88	0	582	><	30	199970
583	chr1	192722361	192722342	-	17.23	36.0	0	583	><	30	199970
584	chr13	6737153	6737134	+	17.23	24.25	0	584	><	30	199970
585	chr10	116199232	116199213	+	17.23	24.89	0	585	><	30	199970
586	chr18	6627309	6627290	+	17.06	30.4	0	586	><	30	199970
587	chr7	117375969	117375950	-	17.03	13.42	0	587	><	30	199970
588	chr11	7200225	7200206	+	17.03	39.34	0	588	><	30	199970
589	chr3	152474817	152474798	+	16.98	9.51	0	589	><	30	199970
590	chr12	4107565	4107546	+	16.97	22.11	0	590	><	30	199970
591	chr18	78212287	78212268	-	16.83	18.31	0	591	><	30	199970
592	chr2	17842170	17842151	-	16.81	6.844	0	592	><	30	199970
593	chr5	112429191	112429172	-	16.78	14.19	0	593	><	30	199970
594	chr9	54169687	54169668	+	16.73	16.64	0	594	><	30	199970
595	chr9	78597063	78597044	+	16.73	17.98	0	595	><	30	199970
596	chr2	125556029	125556010	+	16.69	19.19	0	596	><	30	199970
597	chr4	86545837	86545818	-	16.69	26.34	0	597	><	30	199970
598	chr11	34229190	34229171	+	16.55	19.56	0	598	><	30	199970
599	chr13	60479163	60479144	+	16.52	1.697	0	599	><	30	199970
600	chr11	57788119	57788100	+	16.36	29.88	0	600	><	30	199970
601	chr5	117504639	117504620	+	16.36	53.34	0	601	><	30	199970
602	chr1	128368923	128368904	+	16.28	14.01	0	602	><	30	199970
603	chr14	51098507	51098488	-	16.28	41.22	0	603	><	30	199970
604	chr10	14404268	14404249	+	16.23	20.66	0	604	><	30	199970
605	chr18	65752297	65752278	-	16.1	16.11	0	605	><	30	199970
606	chr3	59077498	59077479	+	16.1	40.72	0	606	><	30	199970
607	chr1	119919473	119919454	+	16.06	20.62	0	607	><	30	199970
608	chr1	86598699	86598680	+	16.03	48.72	0	608	><	30	199970
609	chr1	80178208	80178189	-	16.0	17.12	0	609	><	30	199970
610	chr15	64132164	64132145	+	15.96	15.336	0	610	><	30	199970
611	chr2	4652218	4652199	-	15.91	22.83	0	611	><	30	199970
612	chr9	40805489	40805470	-	15.86	35.53	0	612	><	30	199970
613	chr13	30549079	30549060	-	15.805	25.34	0	613	><	30	199970
614	chr3	82350530	82350511	-	15.805	7.78	0	614	><	30	199970
615	chr7	81155234	81155215	-	15.805	19.0	0	615	><	30	199970
616	chr4	107701325	107701306	-	15.8	18.55	0	616	><	30	199970
617	chr11	76655250	76655231	+	15.8	25.19	0	617	><	30	199970
618	chr7	122945377	122945358	+	15.72	20.64	0	618	><	30	199970
619	chr16	32697312	32697293	+	15.695	24.02	0	619	><	30	199970
620	chr13	114460825	114460806	-	15.65	8.25	0	620	><	30	199970
621	chr19	59389409	59389390	+	15.65	31.4	0	621	><	30	199970
622	chr7	45451495	45451476	+	15.64	35.4	0	622	><	30	199970
623	chr15	85599066	85599047	+	15.625	30.86	0	623	><	30	199970
624	chr10	9012998	9012979	+	15.6	21.77	0	624	><	30	199970
625	chr13	24318872	24318853	-	15.58	11.58	0	625	><	30	199970
626	chr3	123506917	123506898	-	15.53	17.17	0	626	><	30	199970
627	chr13	101719731	101719712	-	15.48	25.34	0	627	><	30	199970
628	chr12	12412898	12412879	-	15.43	30.47	0	628	><	30	199970
629	chr10	127342496	127342477	-	15.4	29.73	0	629	><	30	199970
630	chr7	28972871	28972852	+	15.39	21.2	0	630	><	30	199970
631	chr5	130862481	130862462	+	15.33	29.22	0	631	><	30	199970
632	chr13	53779354	53779335	+	15.31	23.8	0	632	><	30	199970
633	chr11	51582940	51582921	-	15.305	26.1	0	633	><	30	199970
634	chr3	34150257	34150238	+	15.3	17.19	0	634	><	30	199970
635	chr9	30423156	30423137	-	15.29	30.31	0	635	><	30	199970
636	chr1	55886585	55886566	+	15.29	16.73	0	636	><	30	199970
637	chr8	121104251	121104232	+	15.28	31.56	0	637	><	30	199970
638	chr2	31683894	31683875	+	15.27	30.73	0	638	><	30	199970
639	chr9	121458682	121458663	+	15.27	42.72	0	639	><	30	199970
640	chr13	111421545	111421526	+	15.22	27.25	0	640	><	30	199970
641	chr18	56572965	56572946	+	15.22	32.7	0	641	><	30	199970
642	chr18	42593315	42593296	+	15.2	8.75	0	642	><	30	199970
643	chr8	118287683	118287664	+	15.2	7.145	0	643	><	30	199970
644	chr14	47742843	47742824	+	15.18	9.65	0	644	><	30	199970
645	chr1	184791312	184791293	-	15.164	27.39	0	645	><	30	199970
646	chr6	106800166	106800147	-	15.1	18.75	0	646	><	30	199970
647	chr11	12025880	12025861	+	15.06	18.02	0	647	><	30	199970
648	chr5	129594341	129594322	-	15.03	29.4	0	648	><	30	199970
649	chr13	16005724	16005705	+	15.016	13.71	0	649	><	30	199970
650	chr14	65597230	65597211	+	15.016	14.01	0	650	><	30	199970
651	chr5	99900280	99900261	-	14.95	10.75	0	651	><	30	199970
652	chr8	11421350	11421331	-	14.945	26.12	0	652	><	30	199970
653	chr19	4755748	4755729	+	14.93	24.55	0	653	><	30	199970
654	chr10	110733540	110733521	-	14.914	16.5	0	654	><	30	199970
655	chr5	67752088	67752069	+	14.89	18.31	0	655	><	30	199970
656	chr9	77381774	77381755	-	14.85	26.45	0	656	><	30	199970
657	chr18	81951830	81951811	-	14.76	34.06	0	657	><	30	199970
658	chr1	86059644	86059625	+	14.734	30.22	0	658	><	30	199970
659	chr1	52630636	52630617	-	14.734	9.89	0	659	><	30	199970
660	chr2	174308107	174308088	+	14.69	14.67	0	660	><	30	199970
661	chr11	99364649	99364630	-	14.6	16.03	0	661	><	30	199970
662	chr13	109558424	109558405	+	14.49	16.98	0	662	><	30	199970
663	chr12	58201405	58201386	-	14.48	6.883	0	663	><	30	199970
664	chr7	137471937	137471918	+	14.445	28.83	0	664	><	30	199970
665	chr17	26916803	26916784	+	14.414	25.05	0	665	><	30	199970
666	chr5	87871626	87871607	-	14.414	20.39	0	666	><	30	199970
667	chr2	125252443	125252424	+	14.414	25.9	0	667	><	30	199970
668	chr1	9549185	9549166	+	14.414	19.5	0	668	><	30	199970
669	chr11	11788608	11788589	-	14.38	31.97	0	669	><	30	199970
670	chr7	43928727	43928708	+	14.36	11.45	0	670	><	30	199970
671	chr10	60760656	60760637	-	14.31	36.9	0	671	><	30	199970
672	chr6	17362958	17362939	+	14.31	3.076	0	672	><	30	199970
673	chr1	136521528	136521509	-	14.305	21.69	0	673	><	30	199970
674	chr2	153147934	153147915	+	14.28	18.94	0	674	><	30	199970
675	chr8	61522313	61522294	+	14.266	28.28	0	675	><	30	199970
676	chr18	56759303	56759284	+	14.266	12.61	0	676	><	30	199970
677	chr14	115451146	115451127	-	14.234	4.215	0	677	><	30	199970
678	chr1	176218428	176218409	+	14.195	14.99	0	678	><	30	199970
679	chr15	97665520	97665501	-	14.18	30.02	0	679	><	30	199970
680	chr13	20299620	20299601	+	14.18	33.25	0	680	><	30	199970
681	chr9	59969601	59969582	-	14.14	17.69	0	681	><	30	199970
682	chr16	57611975	57611956	+	14.055	18.66	0	682	><	30	199970
683	chr12	15816144	15816125	+	13.984	8.52	0	683	><	30	199970
684	chr15	82271381	82271362	-	13.95	28.55	0	684	><	30	199970
685	chr7	74363644	74363625	-	13.95	40.8	0	685	><	30	199970
686	chr3	73066293	73066274	+	13.95	16.86	0	686	><	30	199970
687	chr1	118772515	118772496	-	13.945	30.34	0	687	><	30	199970
688	chr4	110020493	110020474	-	13.94	26.28	0	688	><	30	199970
689	chr3	34639420	34639401	-	13.94	14.87	0	689	><	30	199970
690	chr2	131530224	131530205	-	13.92	25.86	0	690	><	30	199970
691	chr4	20024128	20024109	+	13.91	12.516	0	691	><	30	199970
692	chr8	74980870	74980851	-	13.81	30.2	0	692	><	30	199970
693	chr18	75757719	75757700	+	13.734	18.78	0	693	><	30	199970
694	chr7	89908147	89908128	-	13.72	13.79	0	694	><	30	199970
695	chr4	150257406	150257387	+	13.72	23.58	0	695	><	30	199970
696	chr2	55022781	55022762	-	13.664	7.77	0	696	><	30	199970
697	chr18	64506771	64506752	-	13.63	18.4	0	697	><	30	199970
698	chr14	123353156	123353137	-	13.61	11.6	0	698	><	30	199970
699	chr4	139872794	139872775	+	13.59	35.75	0	699	><	30	199970
700	chr13	51839869	51839850	+	13.586	21.19	0	700	><	30	199970
701	chr5	146162789	146162770	+	13.516	23.42	0	701	><	30	199970
702	chr9	83785201	83785182	+	13.49	14.66	0	702	><	30	199970
703	chr3	59079480	59079461	+	13.44	28.77	0	703	><	30	199970
704	chr10	11345312	11345293	-	13.375	5.086	0	704	><	30	199970
705	chr11	46252188	46252169	-	13.34	28.12	0	705	><	30	199970
706	chr4	85404971	85404952	+	13.32	14.11	0	706	><	30	199970
707	chr4	130738774	130738755	+	13.31	16.47	0	707	><	30	199970
708	chr5	86432914	86432895	+	13.305	16.02	0	708	><	30	199970
709	chr3	22306829	22306810	+	13.266	18.6	0	709	><	30	199970
710	chr2	91930225	91930206	-	13.25	19.55	0	710	><	30	199970
711	chr6	108417714	108417695	+	13.234	10.66	0	711	><	30	199970
712	chr12	17011790	17011771	-	13.16	20.73	0	712	><	30	199970
713	chr5	87551137	87551118	-	13.15	21.52	0	713	><	30	199970
714	chr4	106227683	106227664	-	13.14	14.38	0	714	><	30	199970
715	chr4	139877472	139877453	+	13.1	27.4	0	715	><	30	199970
716	chr1	88742593	88742574	-	13.086	17.75	0	716	><	30	199970
717	chr3	52254088	52254069	+	13.02	34.16	0	717	><	30	199970
718	chr9	73159469	73159450	+	12.99	27.5	0	718	><	30	199970
719	chr7	29297253	29297234	-	12.984	28.8	0	719	><	30	199970
720	chr13	116312336	116312317	-	12.93	10.21	0	720	><	30	199970
721	chr2	157117146	157117127	-	12.91	21.92	0	721	><	30	199970
722	chr9	60243712	60243693	+	12.89	13.59	0	722	><	30	199970
723	chr1	179845066	179845047	-	12.88	17.89	0	723	><	30	199970
724	chr11	103332754	103332735	+	12.875	24.97	0	724	><	30	199970
725	chr1	53032774	53032755	-	12.87	13.05	0	725	><	30	199970
726	chr8	45345197	45345178	+	12.81	16.72	0	726	><	30	199970
727	chr12	113216133	113216114	+	12.74	53.7	0	727	><	30	199970
728	chr15	36152194	36152175	-	12.72	16.9	0	728	><	30	199970
729	chr1	72876274	72876255	+	12.69	17.11	0	729	><	30	199970
730	chr9	14774009	14773990	+	12.664	9.0	0	730	><	30	199970
731	chr12	74317197	74317178	-	12.664	11.76	0	731	><	30	199970
732	chr7	107819649	107819630	-	12.64	16.3	0	732	><	30	199970
733	chr13	55327907	55327888	+	12.64	17.61	0	733	><	30	199970
734	chr3	54796015	54795996	+	12.63	22.77	0	734	><	30	199970
735	chr6	60963937	60963918	+	12.61	7.094	0	735	><	30	199970
736	chr8	21981891	21981872	-	12.61	17.33	0	736	><	30	199970
737	chr10	38269349	38269330	-	12.52	19.28	0	737	><	30	199970
738	chr6	51170619	51170600	-	12.5	20.02	0	738	><	30	199970
739	chr2	148110356	148110337	-	12.43	16.03	0	739	><	30	199970
740	chr1	88301823	88301804	-	12.42	19.61	0	740	><	30	199970
741	chr6	115037959	115037940	-	12.33	15.375	0	741	><	30	199970
742	chr16	11980974	11980955	+	12.33	3.668	0	742	><	30	199970
743	chr15	44832771	44832752	-	12.31	24.2	0	743	><	30	199970
744	chr19	26193888	26193869	-	12.29	7.65	0	744	><	30	199970
745	chr17	8988263	8988244	-	12.29	10.71	0	745	><	30	199970
