chrom	start	end	boundary_span	jaspar_score	strand	FDR	DETECTION_SCALE	seq_id
chr5	105493098	105493117	105490000-105500000	859.0	+	0.0462736285659999	2.111212657236631	1245
chr5	105491619	105491638	105490000-105500000	864.0	-	0.0462736285659999	2.111212657236631	1246
chr5	105402089	105402108	105400000-105410000	800.0	+	0.0462736285659999	2.111212657236631	1247
chr5	105405152	105405171	105400000-105410000	904.0	+	0.0462736285659999	2.111212657236631	1248
chr3	14887404	14887423	14880000-14890000	810.0	-	0.0462701027429224	2.599207668339954	1249
chr3	14887764	14887783	14880000-14890000	804.0	-	0.0462701027429224	2.599207668339954	1250
chr15	68432322	68432341	68430000-68440000	845.0	+	0.0462601421100081	2.111212657236631	1251
chr15	68438090	68438109	68430000-68440000	857.0	+	0.0462601421100081	2.111212657236631	1252
chr15	64358151	64358170	64350000-64360000	804.0	+	0.0462601421100081	3.6758347359905126	1253
chr15	64357954	64357973	64350000-64360000	854.0	+	0.0462601421100081	3.6758347359905126	1254
chr15	64164616	64164635	64160000-64170000	804.0	-	0.0462601421100081	3.6758347359905126	1255
chr15	62261972	62261991	62260000-62270000	846.0	-	0.0462601421100081	2.599207668339954	1256
chr15	62264696	62264715	62260000-62270000	834.0	-	0.0462601421100081	2.599207668339954	1257
chr15	62268032	62268051	62260000-62270000	854.0	+	0.0462601421100081	2.599207668339954	1258
chr15	62264129	62264148	62260000-62270000	821.0	-	0.0462601421100081	2.599207668339954	1259
chr15	61975201	61975220	61970000-61980000	872.0	+	0.0462601421100081	2.599207668339954	1260
chr15	61978837	61978856	61970000-61980000	801.0	+	0.0462601421100081	2.599207668339954	1261
chr15	64160881	64160900	64160000-64170000	801.0	-	0.0462601421100081	3.6758347359905126	1262
chr18	16809520	16809539	16800000-16810000	864.0	+	0.0462548220048938	2.111212657236631	1263
chr18	15050710	15050729	15050000-15060000	841.0	+	0.0462548220048938	2.111212657236631	1264
chr18	15053851	15053870	15050000-15060000	812.0	-	0.0462548220048938	2.111212657236631	1265
chr18	16807843	16807862	16800000-16810000	833.0	+	0.0462548220048938	2.111212657236631	1266
chr11	70506461	70506480	70500000-70510000	805.0	+	0.0462452751367057	2.111212657236631	1267
chr11	70506593	70506612	70500000-70510000	906.0	-	0.0462452751367057	2.111212657236631	1268
chr11	70505897	70505916	70500000-70510000	804.0	-	0.0462452751367057	2.111212657236631	1269
chr11	70509044	70509063	70500000-70510000	828.0	-	0.0462452751367057	2.111212657236631	1270
chr2	132990401	132990420	132990000-133000000	802.0	-	0.0462386163727697	3.2	1271
chr2	129655005	129655024	129650000-129660000	876.0	-	0.0462303580386284	2.111212657236631	1272
chr2	129654826	129654845	129650000-129660000	805.0	+	0.0462303580386284	2.111212657236631	1273
chr2	129653944	129653963	129650000-129660000	811.0	+	0.0462303580386284	2.111212657236631	1274
chr2	129494190	129494209	129490000-129500000	834.0	-	0.0462303580386284	2.111212657236631	1275
chr2	129654918	129654937	129650000-129660000	822.0	-	0.0462303580386284	2.111212657236631	1276
chr9	84359400	84359419	84350000-84360000	802.0	+	0.0461478589721114	2.111212657236631	1277
chr9	85688363	85688382	85680000-85690000	814.0	-	0.0461478589721114	2.111212657236631	1278
chr1	161726302	161726321	161720000-161730000	800.0	+	0.0460994944301021	3.2	1279
chr1	155009399	155009418	155000000-155010000	824.0	+	0.0460994944301021	2.599207668339954	1280
chr1	161317448	161317467	161310000-161320000	835.0	-	0.0460994944301021	3.2	1281
chr1	155005388	155005407	155000000-155010000	836.0	+	0.0460994944301021	2.599207668339954	1282
chr10	24131630	24131649	24130000-24140000	971.0	-	0.0460930621741872	2.599207668339954	1283
chr18	65638850	65638869	65630000-65640000	864.0	-	0.0460351896795513	2.111212657236631	1284
chr18	65510481	65510500	65510000-65520000	816.0	-	0.0460351896795513	2.111212657236631	1285
chr18	65633202	65633221	65630000-65640000	807.0	-	0.0460351896795513	2.111212657236631	1286
chr18	65513385	65513404	65510000-65520000	821.0	+	0.0460351896795513	2.111212657236631	1287
chr18	65512423	65512442	65510000-65520000	916.0	+	0.0460351896795513	2.111212657236631	1288
chr18	65633569	65633588	65630000-65640000	804.0	+	0.0460351896795513	2.111212657236631	1289
chr18	65510785	65510804	65510000-65520000	816.0	-	0.0460351896795513	2.111212657236631	1290
chr6	28427959	28427978	28420000-28430000	862.0	+	0.0459832227456299	2.111212657236631	1291
chr6	29028166	29028185	29020000-29030000	803.0	-	0.0459832227456299	2.111212657236631	1292
chr6	28426725	28426744	28420000-28430000	824.0	-	0.0459832227456299	2.111212657236631	1293
chr6	28425288	28425307	28420000-28430000	822.0	+	0.0459832227456299	2.111212657236631	1294
chr6	29021508	29021527	29020000-29030000	860.0	+	0.0459832227456299	2.111212657236631	1295
chr6	28421808	28421827	28420000-28430000	823.0	+	0.0459832227456299	2.111212657236631	1296
chr6	28425133	28425152	28420000-28430000	806.0	-	0.0459832227456299	2.111212657236631	1297
chr6	29023449	29023468	29020000-29030000	876.0	-	0.0459832227456299	2.111212657236631	1298
chr6	28420861	28420880	28420000-28430000	806.0	+	0.0459832227456299	2.111212657236631	1299
chr12	98182025	98182044	98180000-98190000	944.0	-	0.0459791392762503	2.111212657236631	1300
chr4	91079353	91079372	91070000-91080000	800.0	-	0.0459753203292068	2.111212657236631	1301
chr4	91398981	91399000	91390000-91400000	802.0	-	0.0459753203292068	2.111212657236631	1302
chr4	91392168	91392187	91390000-91400000	825.0	+	0.0459753203292068	2.111212657236631	1303
chr15	78855476	78855495	78850000-78860000	837.0	-	0.0459529127538579	2.111212657236631	1304
chr15	78611291	78611310	78610000-78620000	806.0	+	0.0459529127538579	2.111212657236631	1305
chr15	78850089	78850108	78850000-78860000	817.0	-	0.0459529127538579	2.111212657236631	1306
chr15	78850492	78850511	78850000-78860000	819.0	-	0.0459529127538579	2.111212657236631	1307
chr15	78851977	78851996	78850000-78860000	957.0	-	0.0459529127538579	2.111212657236631	1308
chr15	78852501	78852520	78850000-78860000	841.0	-	0.0459529127538579	2.111212657236631	1309
chr15	78854867	78854886	78850000-78860000	802.0	+	0.0459529127538579	2.111212657236631	1310
chr15	78612598	78612617	78610000-78620000	805.0	+	0.0459529127538579	2.111212657236631	1311
chr15	78617094	78617113	78610000-78620000	809.0	+	0.0459529127538579	2.111212657236631	1312
chr15	78617504	78617523	78610000-78620000	804.0	+	0.0459529127538579	2.111212657236631	1313
chr15	78613371	78613390	78610000-78620000	800.0	+	0.0459529127538579	2.111212657236631	1314
chr8	83100231	83100250	83100000-83110000	874.0	+	0.0459414999409302	2.599207668339954	1315
chr8	83109354	83109373	83100000-83110000	830.0	+	0.0459414999409302	2.599207668339954	1316
chr16	78975430	78975449	78970000-78980000	805.0	-	0.0459398574903263	2.111212657236631	1317
chr1	86499317	86499336	86490000-86500000	812.0	-	0.0459023772095108	3.2	1318
chr1	86491837	86491856	86490000-86500000	842.0	+	0.0459023772095108	3.2	1319
chr1	86490045	86490064	86490000-86500000	848.0	-	0.0459023772095108	3.2	1320
chr1	86496123	86496142	86490000-86500000	823.0	+	0.0459023772095108	3.2	1321
chr16	52451624	52451643	52450000-52460000	811.0	-	0.0458912149509974	2.111212657236631	1322
chr16	52452436	52452455	52450000-52460000	813.0	+	0.0458912149509974	2.111212657236631	1323
chr16	52453966	52453985	52450000-52460000	808.0	+	0.0458912149509974	2.111212657236631	1324
chr16	52454256	52454275	52450000-52460000	811.0	+	0.0458912149509974	2.111212657236631	1325
chr16	53266302	53266321	53260000-53270000	927.0	-	0.0458912149509974	2.111212657236631	1326
chr16	43711624	43711643	43710000-43720000	849.0	-	0.0458912149509974	2.111212657236631	1327
chr16	43547445	43547464	43540000-43550000	801.0	-	0.0458912149509974	2.111212657236631	1328
chr16	43540257	43540276	43540000-43550000	939.0	+	0.0458912149509974	2.111212657236631	1329
chr2	93212561	93212580	93210000-93220000	859.0	+	0.0458701707716898	2.111212657236631	1330
chr2	93217181	93217200	93210000-93220000	945.0	+	0.0458701707716898	2.111212657236631	1331
chr2	93801714	93801733	93800000-93810000	826.0	-	0.0458701707716898	2.111212657236631	1332
chr13	91366214	91366233	91360000-91370000	807.0	+	0.0458650150718736	2.599207668339954	1333
chr13	91369878	91369897	91360000-91370000	802.0	-	0.0458650150718736	2.599207668339954	1334
chr13	91369108	91369127	91360000-91370000	808.0	+	0.0458650150718736	2.599207668339954	1335
chr13	91361689	91361708	91360000-91370000	904.0	-	0.0458650150718736	2.599207668339954	1336
chr13	90950964	90950983	90950000-90960000	847.0	-	0.0458650150718736	2.599207668339954	1337
chr13	91365749	91365768	91360000-91370000	852.0	-	0.0458650150718736	2.599207668339954	1338
chr13	90953501	90953520	90950000-90960000	833.0	-	0.0458650150718736	2.599207668339954	1339
chr15	101052713	101052732	101050000-101060000	880.0	-	0.0458648315766685	2.599207668339954	1340
chr15	101057491	101057510	101050000-101060000	822.0	-	0.0458648315766685	2.599207668339954	1341
chr15	101059891	101059910	101050000-101060000	845.0	-	0.0458648315766685	2.599207668339954	1342
chr15	101059980	101059999	101050000-101060000	886.0	-	0.0458648315766685	2.599207668339954	1343
chr15	101052812	101052831	101050000-101060000	852.0	+	0.0458648315766685	2.599207668339954	1344
chr15	101052988	101053007	101050000-101060000	858.0	+	0.0458648315766685	2.599207668339954	1345
chr15	101050004	101050023	101050000-101060000	800.0	-	0.0458648315766685	2.599207668339954	1346
chr15	101051434	101051453	101050000-101060000	821.0	-	0.0458648315766685	2.599207668339954	1347
chr15	101056414	101056433	101050000-101060000	916.0	-	0.0458648315766685	2.599207668339954	1348
chr15	101054281	101054300	101050000-101060000	837.0	-	0.0458648315766685	2.599207668339954	1349
chr15	101052605	101052624	101050000-101060000	808.0	-	0.0458648315766685	2.599207668339954	1350
chr15	34541141	34541160	34540000-34550000	902.0	+	0.0458580561034836	2.111212657236631	1351
chr8	49031445	49031464	49030000-49040000	803.0	+	0.0458042960677807	2.111212657236631	1352
chr8	49035733	49035752	49030000-49040000	871.0	-	0.0458042960677807	2.111212657236631	1353
chr8	48667518	48667537	48660000-48670000	804.0	+	0.0458042960677807	2.111212657236631	1354
chr17	88659231	88659250	88650000-88660000	811.0	+	0.0457844286607583	2.111212657236631	1355
chr17	88653153	88653172	88650000-88660000	930.0	+	0.0457844286607583	2.111212657236631	1356
chr17	88763865	88763884	88760000-88770000	824.0	-	0.0457844286607583	2.111212657236631	1357
chr17	88652823	88652842	88650000-88660000	861.0	+	0.0457844286607583	2.111212657236631	1358
chr17	88652190	88652209	88650000-88660000	914.0	+	0.0457844286607583	2.111212657236631	1359
chr17	88764214	88764233	88760000-88770000	836.0	+	0.0457844286607583	2.111212657236631	1360
chr11	94265411	94265430	94260000-94270000	862.0	-	0.0457829023390249	3.6758347359905126	1361
chr11	94267984	94268003	94260000-94270000	862.0	-	0.0457829023390249	3.6758347359905126	1362
chr6	103742957	103742976	103740000-103750000	815.0	-	0.0457464769048891	2.111212657236631	1363
chr6	103746303	103746322	103740000-103750000	890.0	+	0.0457464769048891	2.111212657236631	1364
chr3	84922201	84922220	84920000-84930000	839.0	+	0.0457364416120958	2.599207668339954	1365
chr3	85661774	85661793	85660000-85670000	834.0	+	0.0457364416120958	2.599207668339954	1366
chr3	85663396	85663415	85660000-85670000	839.0	+	0.0457364416120958	2.599207668339954	1367
chr1	81287365	81287384	81280000-81290000	868.0	-	0.0457228060108025	2.599207668339954	1368
chr1	74206001	74206020	74200000-74210000	914.0	+	0.0457228060108025	2.111212657236631	1369
chr1	74377195	74377214	74370000-74380000	801.0	-	0.0457228060108025	2.111212657236631	1370
chr7	42618915	42618934	42610000-42620000	802.0	-	0.0457117523380423	3.2	1371
chr1	181881788	181881807	181880000-181890000	837.0	-	0.0456924490815808	2.111212657236631	1372
chr1	181882454	181882473	181880000-181890000	801.0	+	0.0456924490815808	2.111212657236631	1373
chr1	181882543	181882562	181880000-181890000	810.0	+	0.0456924490815808	2.111212657236631	1374
chr1	181884266	181884285	181880000-181890000	806.0	+	0.0456924490815808	2.111212657236631	1375
chr1	181887696	181887715	181880000-181890000	802.0	+	0.0456924490815808	2.111212657236631	1376
chr1	182339346	182339365	182330000-182340000	872.0	-	0.0456924490815808	2.111212657236631	1377
chr1	181888252	181888271	181880000-181890000	805.0	-	0.0456924490815808	2.111212657236631	1378
chr1	181889330	181889349	181880000-181890000	853.0	+	0.0456924490815808	2.111212657236631	1379
chr1	181881074	181881093	181880000-181890000	880.0	-	0.0456924490815808	2.111212657236631	1380
chr15	43769916	43769935	43760000-43770000	808.0	-	0.0456902318193425	3.2	1381
chr1	106425328	106425347	106420000-106430000	876.0	+	0.0456879442256829	2.599207668339954	1382
chr1	106428122	106428141	106420000-106430000	811.0	+	0.0456879442256829	2.599207668339954	1383
chr1	106427892	106427911	106420000-106430000	829.0	-	0.0456879442256829	2.599207668339954	1384
chr1	106425719	106425738	106420000-106430000	820.0	+	0.0456879442256829	2.599207668339954	1385
chr11	19835426	19835445	19830000-19840000	874.0	-	0.0456807384907128	2.111212657236631	1386
chr11	19835244	19835263	19830000-19840000	802.0	+	0.0456807384907128	2.111212657236631	1387
chr11	11513266	11513285	11510000-11520000	808.0	-	0.0456807384907128	3.6758347359905126	1388
chr11	19830825	19830844	19830000-19840000	902.0	+	0.0456807384907128	2.111212657236631	1389
chr11	19831974	19831993	19830000-19840000	817.0	+	0.0456807384907128	2.111212657236631	1390
chr2	74300444	74300463	74300000-74310000	953.0	+	0.0456800161036102	3.2	1391
chr2	74308916	74308935	74300000-74310000	805.0	-	0.0456800161036102	3.2	1392
chr2	74645172	74645191	74640000-74650000	803.0	+	0.0456800161036102	3.2	1393
chr2	74644208	74644227	74640000-74650000	833.0	-	0.0456800161036102	3.2	1394
chr2	74300114	74300133	74300000-74310000	814.0	-	0.0456800161036102	3.2	1395
chr2	74647951	74647970	74640000-74650000	830.0	-	0.0456800161036102	3.2	1396
chr4	114667177	114667196	114660000-114670000	855.0	+	0.0456644517026436	2.111212657236631	1397
chr4	114667970	114667989	114660000-114670000	801.0	+	0.0456644517026436	2.111212657236631	1398
chr4	114668428	114668447	114660000-114670000	815.0	+	0.0456644517026436	2.111212657236631	1399
chr4	114830781	114830800	114830000-114840000	828.0	-	0.0456644517026436	2.111212657236631	1400
chr4	114666574	114666593	114660000-114670000	801.0	+	0.0456644517026436	2.111212657236631	1401
chr4	114666886	114666905	114660000-114670000	821.0	-	0.0456644517026436	2.111212657236631	1402
chr4	114835662	114835681	114830000-114840000	803.0	-	0.0456644517026436	2.111212657236631	1403
chr4	114836679	114836698	114830000-114840000	813.0	+	0.0456644517026436	2.111212657236631	1404
chr4	114665846	114665865	114660000-114670000	849.0	+	0.0456644517026436	2.111212657236631	1405
chr2	82066980	82066999	82060000-82070000	807.0	-	0.0456422352654115	2.111212657236631	1406
chr2	82064854	82064873	82060000-82070000	888.0	+	0.0456422352654115	2.111212657236631	1407
chr2	119970748	119970767	119970000-119980000	852.0	+	0.0456303521051335	2.111212657236631	1408
chr2	120153988	120154007	120150000-120160000	835.0	+	0.0456303521051335	2.111212657236631	1409
chr2	120152912	120152931	120150000-120160000	824.0	-	0.0456303521051335	2.111212657236631	1410
chr2	120152101	120152120	120150000-120160000	846.0	-	0.0456303521051335	2.111212657236631	1411
chr2	120154813	120154832	120150000-120160000	806.0	-	0.0456303521051335	2.111212657236631	1412
chr7	18240685	18240704	18240000-18250000	815.0	+	0.0455931521829839	2.111212657236631	1413
chr7	18244910	18244929	18240000-18250000	857.0	+	0.0455931521829839	2.111212657236631	1414
chr7	17078668	17078687	17070000-17080000	817.0	+	0.0455931521829839	2.111212657236631	1415
chr7	18244147	18244166	18240000-18250000	875.0	-	0.0455931521829839	2.111212657236631	1416
chr7	27774612	27774631	27770000-27780000	826.0	+	0.0455758633716933	2.111212657236631	1417
chr10	15300243	15300262	15300000-15310000	948.0	+	0.0455707476182599	4.525483399593905	1418
chr10	15300804	15300823	15300000-15310000	803.0	-	0.0455707476182599	4.525483399593905	1419
chr15	83636236	83636255	83630000-83640000	808.0	-	0.0455394973145577	2.111212657236631	1420
chr15	83759135	83759154	83750000-83760000	857.0	-	0.0455394973145577	2.111212657236631	1421
chr15	90682122	90682141	90680000-90690000	800.0	+	0.0455394973145577	2.111212657236631	1422
chr15	83634260	83634279	83630000-83640000	903.0	+	0.0455394973145577	2.111212657236631	1423
chr15	83634879	83634898	83630000-83640000	827.0	-	0.0455394973145577	2.111212657236631	1424
chr15	83759803	83759822	83750000-83760000	804.0	-	0.0455394973145577	2.111212657236631	1425
chr15	83757154	83757173	83750000-83760000	805.0	+	0.0455394973145577	2.111212657236631	1426
chr15	90680147	90680166	90680000-90690000	946.0	+	0.0455394973145577	2.111212657236631	1427
chr15	90841665	90841684	90840000-90850000	946.0	-	0.0455394973145577	2.111212657236631	1428
chr15	83636419	83636438	83630000-83640000	832.0	+	0.0455394973145577	2.111212657236631	1429
chr15	83636976	83636995	83630000-83640000	846.0	-	0.0455394973145577	2.111212657236631	1430
chr15	83639457	83639476	83630000-83640000	824.0	+	0.0455394973145577	2.111212657236631	1431
chr15	83757335	83757354	83750000-83760000	835.0	+	0.0455394973145577	2.111212657236631	1432
chr4	100008505	100008524	100000000-100010000	867.0	+	0.0454841535430623	2.111212657236631	1433
chr4	100005441	100005460	100000000-100010000	814.0	-	0.0454841535430623	2.111212657236631	1434
chr4	100977707	100977726	100970000-100980000	906.0	-	0.0454841535430623	2.111212657236631	1435
chr4	100008844	100008863	100000000-100010000	833.0	-	0.0454841535430623	2.111212657236631	1436
chr4	100974941	100974960	100970000-100980000	824.0	+	0.0454841535430623	2.111212657236631	1437
chr4	100974630	100974649	100970000-100980000	844.0	-	0.0454841535430623	2.111212657236631	1438
chr4	100973635	100973654	100970000-100980000	823.0	+	0.0454841535430623	2.111212657236631	1439
chr4	100971039	100971058	100970000-100980000	837.0	+	0.0454841535430623	2.111212657236631	1440
chr4	100009515	100009534	100000000-100010000	813.0	+	0.0454841535430623	2.111212657236631	1441
chr18	66223036	66223055	66220000-66230000	840.0	+	0.045478194423985	2.111212657236631	1442
chr18	66225349	66225368	66220000-66230000	825.0	+	0.045478194423985	2.111212657236631	1443
chr18	73622706	73622725	73620000-73630000	803.0	+	0.045478194423985	2.111212657236631	1444
chr18	66229385	66229404	66220000-66230000	816.0	+	0.045478194423985	2.111212657236631	1445
chr18	73623437	73623456	73620000-73630000	801.0	-	0.045478194423985	2.111212657236631	1446
chr18	73617118	73617137	73610000-73620000	815.0	+	0.045478194423985	2.599207668339954	1447
chr18	57980721	57980740	57980000-57990000	820.0	+	0.045478194423985	2.111212657236631	1448
chr18	61711816	61711835	61710000-61720000	809.0	+	0.045478194423985	2.111212657236631	1449
chr18	58702250	58702269	58700000-58710000	911.0	+	0.045478194423985	2.111212657236631	1450
chr18	66510539	66510558	66510000-66520000	821.0	-	0.045478194423985	2.111212657236631	1451
chr18	66519411	66519430	66510000-66520000	943.0	-	0.045478194423985	2.111212657236631	1452
chr18	72006175	72006194	72000000-72010000	896.0	+	0.045478194423985	2.111212657236631	1453
chr18	72006428	72006447	72000000-72010000	820.0	-	0.045478194423985	2.111212657236631	1454
chr18	73270868	73270887	73270000-73280000	869.0	-	0.045478194423985	2.599207668339954	1455
chr18	61715872	61715891	61710000-61720000	828.0	-	0.045478194423985	2.111212657236631	1456
chr18	57987774	57987793	57980000-57990000	809.0	-	0.045478194423985	2.111212657236631	1457
chr18	61719473	61719492	61710000-61720000	814.0	+	0.045478194423985	2.111212657236631	1458
chr18	66228939	66228958	66220000-66230000	806.0	+	0.045478194423985	2.111212657236631	1459
chr18	63686612	63686631	63680000-63690000	801.0	+	0.045478194423985	2.111212657236631	1460
chr18	57982327	57982346	57980000-57990000	830.0	+	0.045478194423985	2.111212657236631	1461
chr18	61716670	61716689	61710000-61720000	814.0	+	0.045478194423985	2.111212657236631	1462
chr15	39817259	39817278	39810000-39820000	885.0	-	0.0453912459135144	2.111212657236631	1463
chr15	39814481	39814500	39810000-39820000	854.0	-	0.0453912459135144	2.111212657236631	1464
chr15	39813944	39813963	39810000-39820000	817.0	-	0.0453912459135144	2.111212657236631	1465
chr15	39679619	39679638	39670000-39680000	858.0	+	0.0453912459135144	2.111212657236631	1466
chr15	39674932	39674951	39670000-39680000	804.0	+	0.0453912459135144	2.111212657236631	1467
chr15	39810929	39810948	39810000-39820000	848.0	-	0.0453912459135144	2.111212657236631	1468
chr13	20553343	20553362	20550000-20560000	823.0	+	0.0453668282412018	2.111212657236631	1469
chr13	20554623	20554642	20550000-20560000	812.0	+	0.0453668282412018	2.111212657236631	1470
chr13	20316061	20316080	20310000-20320000	824.0	+	0.0453668282412018	2.111212657236631	1471
chr13	20313329	20313348	20310000-20320000	809.0	-	0.0453668282412018	2.111212657236631	1472
chr13	20311803	20311822	20310000-20320000	923.0	+	0.0453668282412018	2.111212657236631	1473
chr14	14096239	14096258	14090000-14100000	857.0	+	0.0453628393693017	2.111212657236631	1474
chr14	14090111	14090130	14090000-14100000	815.0	-	0.0453628393693017	2.111212657236631	1475
chr14	12560372	12560391	12560000-12570000	832.0	-	0.0453628393693017	2.111212657236631	1476
chr14	14094164	14094183	14090000-14100000	827.0	-	0.0453628393693017	2.111212657236631	1477
chr6	4411267	4411286	4410000-4420000	800.0	-	0.0453472407212897	2.599207668339954	1478
chr6	4416883	4416902	4410000-4420000	844.0	+	0.0453472407212897	2.599207668339954	1479
chr6	5399454	5399473	5390000-5400000	829.0	+	0.0453472407212897	2.599207668339954	1480
chr6	5396932	5396951	5390000-5400000	822.0	-	0.0453472407212897	2.599207668339954	1481
chr6	4414355	4414374	4410000-4420000	832.0	+	0.0453472407212897	2.599207668339954	1482
chr6	17842964	17842983	17840000-17850000	932.0	-	0.0453472407212897	2.599207668339954	1483
chr4	107916707	107916726	107910000-107920000	842.0	+	0.0453187861626534	2.599207668339954	1484
chr4	108322233	108322252	108320000-108330000	840.0	-	0.0453187861626534	2.599207668339954	1485
chr1	160065148	160065167	160060000-160070000	802.0	-	0.0452817661868254	2.599207668339954	1486
chr1	159910968	159910987	159910000-159920000	802.0	+	0.0452817661868254	2.599207668339954	1487
chr1	159911182	159911201	159910000-159920000	908.0	+	0.0452817661868254	2.599207668339954	1488
chr1	160066958	160066977	160060000-160070000	815.0	-	0.0452817661868254	2.599207668339954	1489
chr1	159915418	159915437	159910000-159920000	814.0	+	0.0452817661868254	2.599207668339954	1490
chr5	132236936	132236955	132230000-132240000	811.0	+	0.0452703878622844	2.111212657236631	1491
chr5	132612803	132612822	132610000-132620000	877.0	-	0.0452703878622844	2.111212657236631	1492
chr5	132238724	132238743	132230000-132240000	806.0	+	0.0452703878622844	2.111212657236631	1493
chr5	132231847	132231866	132230000-132240000	815.0	+	0.0452703878622844	2.111212657236631	1494
chr5	128437799	128437818	128430000-128440000	817.0	+	0.0452703878622844	2.111212657236631	1495
chr5	128437226	128437245	128430000-128440000	806.0	-	0.0452703878622844	2.111212657236631	1496
chr5	128437070	128437089	128430000-128440000	893.0	-	0.0452703878622844	2.111212657236631	1497
chr5	31561550	31561569	31560000-31570000	818.0	+	0.0452607063555062	3.6758347359905126	1498
chr5	31565249	31565268	31560000-31570000	835.0	-	0.0452607063555062	3.6758347359905126	1499
